Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode
6871,US-2019-126452,21-08-2019,28-08-2019,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,47.52,9,21.384,COD
8831,CA-2019-167983,21-08-2019,24-08-2019,Second Class,RP-19270,Rachel Payne,Corporate,United States,Seattle,Washington,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,11.704,COD
9880,CA-2019-122581,21-08-2019,25-08-2019,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,New York City,New York,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,63.686,Online
655,CA-2019-137239,22-08-2019,28-08-2019,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,8.5164,Online
656,CA-2019-137239,22-08-2019,28-08-2019,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,-2.6544,Cards
657,CA-2019-137239,22-08-2019,28-08-2019,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,45.3222,Online
4107,US-2019-148334,22-08-2019,26-08-2019,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,-6.8992,Online
4900,CA-2019-130484,22-08-2019,27-08-2019,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,-18.4464,Cards
7736,US-2019-106313,22-08-2019,26-08-2019,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Seattle,Washington,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,3,9.3312,COD
9023,US-2019-141880,22-08-2019,23-08-2019,First Class,TC-21475,Tony Chapman,Home Office,United States,Fort Collins,Colorado,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,9.8328,COD
9617,CA-2019-140256,22-08-2019,29-08-2019,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,2,1.6704,COD
3017,US-2019-160528,23-08-2019,30-08-2019,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,-172.7328,Online
3018,US-2019-160528,23-08-2019,30-08-2019,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,COD
3019,US-2019-160528,23-08-2019,30-08-2019,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,-33.32,COD
3113,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82,COD
3114,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,63.873,COD
3115,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,16.9932,Online
3116,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,-39.9528,COD
3117,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,Online
3118,CA-2019-150350,23-08-2019,30-08-2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.1588,COD
5615,CA-2019-158001,23-08-2019,27-08-2019,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,8.733,Online
5616,CA-2019-158001,23-08-2019,27-08-2019,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,281.016,COD
5617,CA-2019-158001,23-08-2019,27-08-2019,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,6,7.9218,COD
7988,US-2019-117793,23-08-2019,29-08-2019,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.2,4,11.592,COD
7989,US-2019-117793,23-08-2019,29-08-2019,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,37.59,3,17.6673,COD
7990,US-2019-117793,23-08-2019,29-08-2019,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,4.1916,COD
7991,US-2019-117793,23-08-2019,29-08-2019,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.891,COD
993,CA-2019-105585,26-08-2019,27-08-2019,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,4.9104,Online
994,CA-2019-105585,26-08-2019,27-08-2019,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,5,69.705,COD
1463,CA-2019-152289,26-08-2019,28-08-2019,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,43.9956,COD
1464,CA-2019-152289,26-08-2019,28-08-2019,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,-29.2776,Online
1870,CA-2019-148201,26-08-2019,29-08-2019,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,3.1104,Online
2857,CA-2019-128594,26-08-2019,29-08-2019,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,100.196,Online
3932,CA-2019-132094,26-08-2019,09-02-2019,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,1.6416,Online
3933,CA-2019-132094,26-08-2019,09-02-2019,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,13.1956,Online
4584,US-2019-100405,26-08-2019,28-08-2019,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2,3.7996,Online
5447,US-2019-127425,26-08-2019,31-08-2019,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,8.25,Online
5448,US-2019-127425,26-08-2019,31-08-2019,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.4825,Online
6695,US-2019-163538,26-08-2019,30-08-2019,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Franklin,Wisconsin,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,3,14.8707,Online
7703,CA-2019-114601,26-08-2019,09-02-2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,2,5.6644,COD
7704,CA-2019-114601,26-08-2019,09-02-2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,58.7916,Online
7705,CA-2019-114601,26-08-2019,09-02-2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4,98.5248,Online
7706,CA-2019-114601,26-08-2019,09-02-2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,COD
7707,CA-2019-114601,26-08-2019,09-02-2019,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,2.5056,COD
8357,CA-2019-163174,26-08-2019,30-08-2019,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Athens,Georgia,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,41.0388,COD
9311,US-2019-102141,26-08-2019,31-08-2019,Standard Class,KD-16615,Ken Dana,Corporate,United States,New York City,New York,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8,45.84,COD
9586,CA-2019-160598,26-08-2019,28-08-2019,First Class,SV-20815,Stuart Van,Corporate,United States,Miami,Florida,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,31.008,1,11.2404,COD
743,US-2019-146710,27-08-2019,09-01-2019,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,-10.948,Online
744,US-2019-146710,27-08-2019,09-01-2019,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,1.1466,COD
745,US-2019-146710,27-08-2019,09-01-2019,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.624,1,1.6762,Online
746,US-2019-146710,27-08-2019,09-01-2019,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,Central,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,6.2064,COD
3342,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,3,60.2553,Online
3343,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,20.967,Online
3344,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,28.7856,Online
3345,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.693,COD
3346,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4,5.256,Online
3347,CA-2019-145982,27-08-2019,09-01-2019,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,13.92,Online
5603,CA-2019-117919,27-08-2019,29-08-2019,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,1.062,COD
5604,CA-2019-117919,27-08-2019,29-08-2019,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,27.972,COD
7252,CA-2019-116764,27-08-2019,09-02-2019,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Hollywood,Florida,South,OFF-LA-10002473,Office Supplies,Labels,Avery 484,9.216,4,3.3408,COD
2692,US-2019-144211,28-08-2019,09-02-2019,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,5.6115,Online
2693,US-2019-144211,28-08-2019,09-02-2019,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3,8.1432,COD
4070,CA-2019-145303,28-08-2019,31-08-2019,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,-21.681,Online
4071,CA-2019-145303,28-08-2019,31-08-2019,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,-16.5396,Online
4072,CA-2019-145303,28-08-2019,31-08-2019,First Class,TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2,-52.8908,COD
8426,CA-2019-137652,28-08-2019,30-08-2019,First Class,EB-13750,Edward Becker,Corporate,United States,Cincinnati,Ohio,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.432,8,-12.288,COD
100,CA-2019-158568,29-08-2019,09-02-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,22.6184,COD
101,CA-2019-158568,29-08-2019,09-02-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973,COD
102,CA-2019-158568,29-08-2019,09-02-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396,Cards
1176,CA-2019-161207,29-08-2019,09-03-2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,8.0997,Cards
1242,CA-2019-128727,29-08-2019,09-04-2019,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,5.5,Online
4684,CA-2019-159912,29-08-2019,09-03-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,-56.448,COD
4685,CA-2019-159912,29-08-2019,09-03-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,-81.94,Cards
4686,CA-2019-159912,29-08-2019,09-03-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,-2.7888,Online
4687,CA-2019-159912,29-08-2019,09-03-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,-2.3814,Online
327,US-2019-141544,30-08-2019,09-01-2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,-67.8762,COD
328,US-2019-141544,30-08-2019,09-01-2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,3.389,Cards
329,US-2019-141544,30-08-2019,09-01-2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,-258.5016,COD
330,US-2019-141544,30-08-2019,09-01-2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,33.831,Cards
331,US-2019-141544,30-08-2019,09-01-2019,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,-27.6936,Online
6337,CA-2019-165995,30-08-2019,09-06-2019,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.9936,Online
6338,CA-2019-165995,30-08-2019,09-06-2019,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,42.495,Online
5774,CA-2019-117408,31-08-2019,09-06-2019,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,2.3968,Cards
350,CA-2019-129714,09-01-2019,09-03-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.3086,Cards
351,CA-2019-129714,09-01-2019,09-03-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432,Online
352,CA-2019-129714,09-01-2019,09-03-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,1.0668,Cards
353,CA-2019-129714,09-01-2019,09-03-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864,COD
354,CA-2019-129714,09-01-2019,09-03-2019,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,1415.4296,Cards
963,CA-2019-120859,09-01-2019,09-04-2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94,Online
2143,CA-2019-155481,09-01-2019,09-05-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906,Online
2144,CA-2019-155481,09-01-2019,09-05-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,-4.7976,Cards
2145,CA-2019-155481,09-01-2019,09-05-2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,5.4236,COD
6077,CA-2019-151561,09-01-2019,09-07-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.316,COD
6078,CA-2019-151561,09-01-2019,09-07-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.4416,Cards
6079,CA-2019-151561,09-01-2019,09-07-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,Online
6080,CA-2019-151561,09-01-2019,09-07-2019,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.3824,COD
6983,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,COD
6984,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,2.2828,COD
6985,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,71.162,Online
6986,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.4648,Online
6987,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2,2.99,COD
6988,CA-2019-116526,09-01-2019,09-05-2019,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.672,Online
7482,CA-2019-124583,09-01-2019,09-03-2019,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,1,5.751,Online
1408,CA-2019-130407,09-02-2019,09-06-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,19.6248,Online
1409,CA-2019-130407,09-02-2019,09-06-2019,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,9.995,COD
3416,CA-2019-116540,09-02-2019,09-02-2019,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.6516,Online
3417,CA-2019-116540,09-02-2019,09-02-2019,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822,Cards
5429,CA-2019-113096,09-02-2019,09-04-2019,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.0978,Cards
6763,CA-2019-144764,09-02-2019,09-08-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,5,9.8685,COD
6764,CA-2019-144764,09-02-2019,09-08-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524,COD
6765,CA-2019-144764,09-02-2019,09-08-2019,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1362.9,3,-19.47,COD
6937,CA-2019-129847,09-02-2019,09-04-2019,First Class,TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,-75.8448,Cards
7078,CA-2019-106950,09-02-2019,09-06-2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,-17.5651,Online
